,Symbol,Name,Industry,IndustryCode
992,IRTC,iRhythm Technologies Inc,헬스케어 장비 및 용품,561010
993,LASR,nLIGHT Inc,반도체 및 반도체 장비,571010
994,PUBM,PubMatic Inc Class A,소프트웨어 및 IT서비스,572010
995,CSGS,CSG Systems International Inc,소프트웨어 및 IT서비스,572010
996,CLNE,Clean Energy Fuels Corp,오일 및 가스,501020
997,RDWR,Radware Ltd,소프트웨어 및 IT서비스,572010
998,REAL,RealReal Inc,다양한 소매업,534020
999,PAYA,Paya Holdings Inc Class A,전문 및 상업 서비스,522030
1000,IMCR,Immunocore Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
1001,LUNG,Pulmonx Corp,헬스케어 장비 및 용품,561010
1002,MDGL,Madrigal Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1003,ECPG,Encore Capital Group Inc,은행,551010
1004,ATEC,Alphatec Holdings Inc,헬스케어 장비 및 용품,561010
1005,TELL,Tellurian Inc,오일 및 가스,501020
1006,HMHC,Houghton Mifflin Harcourt Co,전문 및 상업 서비스,522030
1007,LX,Lexinfintech Holdings Ltd ADR,은행,551010
1008,DAWN,Day One Biopharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1009,GIII,G-III Apparel Group Ltd,섬유 및 의류,532020
1010,BLNK,Blink Charging Co,전기 유틸리티,591010
1011,HIBB,Hibbett Inc,전문품 상점,534030
1012,VALN,Valneva SE ADR,생명과학 및 메디컬 리서치,562020
1013,NVEE,NV5 Global Inc,건설 및 엔지니어링,522010
1014,VIEW,View Inc Class A,소프트웨어 및 IT서비스,572010
1015,SUPN,Supernus Pharmaceuticals Inc,제약,562010
1016,NRIX,Nurix Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1017,CNDT,Conduent Inc,소프트웨어 및 IT서비스,572010
1018,TPIC,TPI Composites Inc,재생에너지,502010
1019,ICHR,Ichor Holdings Ltd,반도체 및 반도체 장비,571010
1020,CDEV,Centennial Resource Development Inc Class A,오일 및 가스,501020
1021,ACB,Aurora Cannabis Inc,제약,562010
1022,EXTR,Extreme Networks Inc,커뮤니케이션 및 네트워킹,571020
1023,SCHN,Schnitzer Steel Industries Inc Class A,메탈&마이닝,512010
1024,MXCT,MaxCyte Inc,헬스케어 장비 및 용품,561010
1025,EAR,Eargo Inc,헬스케어 장비 및 용품,561010
1026,IMOS,ChipMOS Technologies Inc ADR,반도체 및 반도체 장비,571010
1027,SGMO,Sangamo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1028,NNOX,Nano-X Imaging Ltd,헬스케어 장비 및 용품,561010
1029,WKHS,Workhorse Group Inc,자동차 및 자동차 부품,531010
1030,TRS,TriMas Corp,"건설장비 및 대형차, 기차, 배",521020
1031,SPNS,Sapiens International Corporation NV,소프트웨어 및 IT서비스,572010
1032,SHYF,Shyft Group Inc,자동차 및 자동차 부품,531010
1033,CDXS,Codexis Inc,생명과학 및 메디컬 리서치,562020
1034,AGYS,Agilysys Inc,소프트웨어 및 IT서비스,572010
1035,FORTY,Formula Systems 1985 Ltd ADR,소프트웨어 및 IT서비스,572010
1036,EHTH,eHealth Inc,보험,553010
1037,ASTE,Astec Industries Inc,"건설장비 및 대형차, 기차, 배",521020
1038,PRTC,PureTech Health PLC ADR,생명과학 및 메디컬 리서치,562020
1039,OPI,Office Properties Income Trust,주택 및 상업용 리츠,601020
1040,FRG,Franchise Group Inc,"개인, 가정 용품 및 서비스",542010
1041,SNPO,Snap One Holdings Corp,전자 장비 및 부품,571040
1042,MDXG,MiMedx Group Inc,생명과학 및 메디컬 리서치,562020
1043,HTLD,Heartland Express Inc,화물 및 물류 서비스,524050
1044,JRVR,James River Group Holdings Ltd,보험,553010
1045,KFRC,Kforce Inc,전문 및 상업 서비스,522030
1046,NRC,National Research Corp,전문 및 상업 서비스,522030
1047,RGNX,Regenxbio Inc,생명과학 및 메디컬 리서치,562020
1048,OCGN,Ocugen Inc,생명과학 및 메디컬 리서치,562020
1049,QRTEP,Qurate Retail Inc PRF,다양한 소매업,534020
1050,CMPS,Compass Pathways PLC ADR,생명과학 및 메디컬 리서치,562020
1051,DCOM,Dime Community Bancshares Inc,은행,551010
1052,ADUS,Addus Homecare Corp,헬스케어 업체 및 서비스,561020
1053,JANX,Janux Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1054,TBBK,Bancorp Inc,은행,551010
1055,BCAB,Bioatla Inc,생명과학 및 메디컬 리서치,562020
1056,EIGI,Endurance International Group Holdings Inc,소프트웨어 및 IT서비스,572010
1057,AVO,Mission Produce Inc,식품 및 담배,541020
1058,QURE,Uniqure NV,생명과학 및 메디컬 리서치,562020
1059,DOYU,Douyu International Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
1060,CAN,Canaan Inc ADR,"컴퓨터, 전화 및 가전제품",571060
1061,LE,Lands End Inc,전문품 상점,534030
1062,GSKY,GreenSky Inc Class A,핀테크,573010
1063,HNST,Honest Company Inc,전문품 상점,534030
1064,FARO,FARO Technologies Inc,전자 장비 및 부품,571040
1065,GDEN,Golden Entertainment Inc,호텔 및 엔터테인먼트,533010
1066,AVXL,Anavex Life Sciences Corp,생명과학 및 메디컬 리서치,562020
1067,GTH,Genetron Holdings Ltd ADR,헬스케어 업체 및 서비스,561020
1068,ZEAL,Zealand Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
1069,MTLS,Materialise NV ADR,소프트웨어 및 IT서비스,572010
1070,CENX,Century Aluminum Co,메탈&마이닝,512010
1071,ACLS,Axcelis Technologies Inc,반도체 및 반도체 장비,571010
1072,MGPI,MGP Ingredients Inc,음료,541010
1073,NMFC,New Mountain Finance Corp,다양한 금융서비스,555010
1074,WRLD,World Acceptance Corp,은행,551010
1075,GRBK,Green Brick Partners Inc,주택건설,532030
1076,MF,Missfresh Ltd ADR,소프트웨어 및 IT서비스,572010
1077,KRYS,Krystal Biotech Inc,생명과학 및 메디컬 리서치,562020
1078,CMCO,Columbus McKinnon Corp,"건설장비 및 대형차, 기차, 배",521020
1079,SNEX,Stonex Group Inc,투자은행 및 서비스,551020
1080,MRTN,Marten Transport Ltd,화물 및 물류 서비스,524050
1081,KIDS,OrthoPediatrics Corp,헬스케어 장비 및 용품,561010
1082,ALVR,Allovir Inc,생명과학 및 메디컬 리서치,562020
1083,PLCE,Children's Place Inc,전문품 상점,534030
1084,OMIC,Singular Genomics Systems Inc,생명과학 및 메디컬 리서치,562020
1085,SSYS,Stratasys Ltd,전자 장비 및 부품,571040
1086,HRTX,Heron Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1087,KURA,Kura Oncology Inc,생명과학 및 메디컬 리서치,562020
1088,NGMS,Neogames SARL,소프트웨어 및 IT서비스,572010
1089,USCR,US Concrete Inc,건축 자재,512020
1090,GBIO,Generation Bio Co,생명과학 및 메디컬 리서치,562020
1091,TVTY,Tivity Health Inc,헬스케어 업체 및 서비스,561020
1092,BUSE,First Busey Corp,은행,551010
1093,RPTX,Repare Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1094,QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,다양한 금융서비스,555010
1095,GDYN,Grid Dynamics Holdings Inc Class A,소프트웨어 및 IT서비스,572010
1096,AMWD,American Woodmark Corp,주택건설,532030
1097,PLUS,ePlus inc,소프트웨어 및 IT서비스,572010
1098,HEES,H&E Equipment Services Inc,전문 및 상업 서비스,522030
1099,GLNG,Golar LNG Ltd,오일 및 가스 장비 및 서비스,501030
1100,OCSL,Oaktree Specialty Lending Corp,다양한 금융서비스,555010
1101,FGEN,FibroGen Inc,생명과학 및 메디컬 리서치,562020
1102,RMR,RMR Group Inc Class A,부동산 운영 관리,601010
1103,CNXN,PC Connection Inc,통합 하드웨어 및 소프트웨어,571070
1104,GRPH,Graphite Bio Inc,생명과학 및 메디컬 리서치,562020
1105,MCRI,Monarch Casino & Resort Inc,호텔 및 엔터테인먼트,533010
1106,BASE,Couchbase Inc,소프트웨어 및 IT서비스,572010
1107,RTPY,Reinvent Technology Partners Y Class A,기타 금융업,556010
1108,CNTB,Connect Biopharma Holdings Ltd ADR,생명과학 및 메디컬 리서치,562020
1109,WFRD,Weatherford International PLC,오일 및 가스 장비 및 서비스,501030
1110,JOUT,Johnson Outdoors Inc Class A,레저 상품,532050
1111,NESR,National Energy Services Reunited Corp,오일 및 가스 장비 및 서비스,501030
1112,APPH,AppHarvest Inc,식품 및 담배,541020
1113,SRRK,Scholar Rock Holding Corp,생명과학 및 메디컬 리서치,562020
1114,LMAT,LeMaitre Vascular Inc,헬스케어 장비 및 용품,561010
1115,QSI,Quantum-Si Inc Class A,반도체 및 반도체 장비,571010
1116,KARO,Karooooo Ltd,소프트웨어 및 IT서비스,572010
1117,CHCO,City Holding Co,은행,551010
1118,AGEN,Agenus Inc,생명과학 및 메디컬 리서치,562020
1119,SWBI,Smith & Wesson Brands Inc,레저 상품,532050
1120,ARQT,Arcutis Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
1121,CHY,Calamos Convertible & High Income Fund,다양한 금융서비스,555010
1122,SGH,Smart Global Holdings Inc,반도체 및 반도체 장비,571010
1123,ENDP,Endo International PLC,제약,562010
1124,INVZ,Innoviz Technologies Ltd,반도체 및 반도체 장비,571010
1125,GEVO,Gevo Inc,재생에너지,502010
1126,VNOM,Viper Energy Partners LP Unit,오일 및 가스,501020
1127,RADI,Radius Global Infrastructure Inc Class A,부동산 운영 관리,601010
1128,ATRI,Atrion Corp,헬스케어 장비 및 용품,561010
1129,TCBK,Trico Bancshares,은행,551010
1130,PGEN,Precigen Inc,생명과학 및 메디컬 리서치,562020
1131,SBSI,Southside Bancshares Inc,은행,551010
1132,SCHL,Scholastic Corp,미디어 및 출판,533020
1133,ECOL,US Ecology Inc,전문 및 상업 서비스,522030
1134,PWP,Perella Weinberg Partners Class A,투자은행 및 서비스,551020
1135,PCVX,Vaxcyte Inc,생명과학 및 메디컬 리서치,562020
1136,SAFT,Safety Insurance Group Inc,보험,553010
1137,COWN,Cowen Inc Class A,투자은행 및 서비스,551020
1138,OCFC,OceanFirst Financial Corp,은행,551010
1139,IMGN,ImmunoGen Inc,생명과학 및 메디컬 리서치,562020
1140,ERII,Energy Recovery Inc,"건설장비 및 대형차, 기차, 배",521020
1141,STBA,S&T Bancorp Inc,은행,551010
1142,ZUMZ,Zumiez Inc,전문품 상점,534030
1143,VECO,Veeco Instruments Inc,반도체 및 반도체 장비,571010
1144,KRON,Kronos Bio Inc,생명과학 및 메디컬 리서치,562020
1145,FBNC,First Bancorp (North Carolina),은행,551010
1146,JYNT,Joint Corp,헬스케어 업체 및 서비스,561020
1147,FMTX,Forma Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
1148,XOG,Extraction Oil & Gas Inc,오일 및 가스,501020
1149,BRKL,Brookline Bancorp Inc,은행,551010
1150,GOGO,Gogo Inc,통신 서비스,574010
1151,OPRA,Opera Ltd ADR,소프트웨어 및 IT서비스,572010
1152,EVLV,Evolv Technologies Holdings Inc Class A,기타 금융업,556010
1153,THRY,Thryv Holdings Inc,미디어 및 출판,533020
1154,RIDE,Lordstown Motors Corp Class A,자동차 및 자동차 부품,531010
1155,IMKTA,Ingles Markets Inc Class A,식품 및 약품소매,543010
1156,PI,Impinj Inc,반도체 및 반도체 장비,571010
1157,SRCE,1st Source Corp,은행,551010
1158,PLYA,Playa Hotels & Resorts NV,호텔 및 엔터테인먼트,533010
1159,CELU,Celularity Inc Class A,기타 금융업,556010
1160,CMBM,Cambium Networks Corp,커뮤니케이션 및 네트워킹,571020
1161,AMSF,Amerisafe Inc,보험,553010
1162,PLBY,Plby Group Inc,소프트웨어 및 IT서비스,572010
1163,KNSA,Kiniksa Pharmaceuticals Ltd Class A,생명과학 및 메디컬 리서치,562020
1164,CEVA,CEVA Inc,반도체 및 반도체 장비,571010
1165,AMTI,Applied Molecular Transport Inc.,생명과학 및 메디컬 리서치,562020
1166,IESC,IES Holdings Inc,건설 및 엔지니어링,522010
1167,STKL,Sunopta Inc,식품 및 담배,541020
1168,NXGN,NextGen Healthcare Inc,소프트웨어 및 IT서비스,572010
1169,GLUE,Monte Rosa Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1170,ATRA,Atara Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
1171,MBIN,Merchants Bancorp,은행,551010
1172,CHI,Calamos Convertible Opportunities and Income Fund,다양한 금융서비스,555010
1173,DVAX,Dynavax Technologies Corp,생명과학 및 메디컬 리서치,562020
1174,BATRK,Liberty Media Corp Series C,미디어 및 출판,533020
1175,HURN,Huron Consulting Group Inc,전문 및 상업 서비스,522030
1176,GSM,Ferroglobe PLC,메탈&마이닝,512010
1177,SYBT,Stock Yards Bancorp Inc,은행,551010
1178,VRAY,ViewRay Inc,헬스케어 장비 및 용품,561010
1179,CRMT,America's CAR-MART Inc,전문품 상점,534030
1180,FWONA,Liberty Media Corp Series A,미디어 및 출판,533020
1181,CHEF,Chefs' Warehouse Inc,식품 및 약품소매,543010
1182,LGO,Largo Resources Ltd,우라늄,503010
1183,NKTX,Nkarta Inc,생명과학 및 메디컬 리서치,562020
1184,UPLD,Upland Software Inc,소프트웨어 및 IT서비스,572010
1185,FFWM,First Foundation Inc,은행,551010
1186,MATW,Matthews International Corp Class A,미디어 및 출판,533020
1187,OMP,Oasis Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
1188,RNLX,Renalytix PLC ADR,소프트웨어 및 IT서비스,572010
1189,STOK,Stoke Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1190,VREX,Varex Imaging Corp,헬스케어 장비 및 용품,561010
1191,TRHC,Tabula Rasa HealthCare Inc,헬스케어 장비 및 용품,561010
1192,APR,Apria Inc,헬스케어 업체 및 서비스,561020
1193,HERA,FTAC Hera Acquisition Corp Class A,기타 금융업,556010
1194,EM,Smart Share Global Ltd ADR,"컴퓨터, 전화 및 가전제품",571060
1195,INBX,Inhibrx Inc,생명과학 및 메디컬 리서치,562020
1196,JBSS,John B Sanfilippo & Son Inc,식품 및 담배,541020
1197,GRPN,Groupon Inc,다양한 소매업,534020
1198,TRVG,Trivago NV ADR,소프트웨어 및 IT서비스,572010
1199,CGEM,Cullinan Oncology Inc,생명과학 및 메디컬 리서치,562020
1200,ADTN,ADTRAN Inc,커뮤니케이션 및 네트워킹,571020
1201,ATEX,Anterix Inc,통신 서비스,574010
1202,GHRS,GH Research PLC,생명과학 및 메디컬 리서치,562020
1203,SBTX,Silverback Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1204,OB,Outbrain Inc,소프트웨어 및 IT서비스,572010
1205,MNMD,Mind Medicine (MindMed) Inc,생명과학 및 메디컬 리서치,562020
1206,ELMS,Electric Last Mile Solutions Inc Class A,자동차 및 자동차 부품,531010
1207,AUDC,AudioCodes Ltd,커뮤니케이션 및 네트워킹,571020
1208,PETQ,PetIQ Inc Class A,제약,562010
1209,CCXI,ChemoCentryx Inc,제약,562010
1210,ANGO,AngioDynamics Inc,헬스케어 장비 및 용품,561010
1211,CNOB,ConnectOne Bancorp Inc,은행,551010
1212,NTGR,NETGEAR Inc,커뮤니케이션 및 네트워킹,571020
1213,HPK,Highpeak Energy Inc,오일 및 가스 장비 및 서비스,501030
1214,SOPH,Sophia Genetics SA,헬스케어 장비 및 용품,561010
1215,ALTM,Altus Midstream Co Class A,오일 및 가스 장비 및 서비스,501030
1216,NUVL,Nuvalent Inc Class A,생명과학 및 메디컬 리서치,562020
1217,RBCAA,Republic Bancorp Inc Class A,은행,551010
1218,ICVX,Icosavax Inc,생명과학 및 메디컬 리서치,562020
1219,HVBT,HIVE Blockchain Technologies Ltd,핀테크,573010
1220,IDEX,Ideanomics Inc,핀테크,573010
1221,MNTK,Montauk Renewables Inc,전기 유틸리티,591010
1222,EBSB,Meridian Bancorp Inc (MARYLAND),은행,551010
1223,INVA,Innoviva Inc,제약,562010
1224,AMPH,Amphastar Pharmaceuticals Inc,제약,562010
1225,ARKO,Arko Corp. Class A,오일 및 가스,501020
1226,RBBN,Ribbon Communications Inc,커뮤니케이션 및 네트워킹,571020
1227,APOG,Apogee Enterprises Inc,주택건설,532030
1228,MNKD,MannKind Corp,생명과학 및 메디컬 리서치,562020
1229,IIIV,I3 Verticals Inc Class A,전문 및 상업 서비스,522030
1230,OSPN,OneSpan Inc,소프트웨어 및 IT서비스,572010
1231,PHAT,Phathom Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1232,GABC,German American Bancorp Inc,은행,551010
1233,HA,Hawaiian Holdings Inc,운송업,524060
1234,CVGW,Calavo Growers Inc,식품 및 담배,541020
1235,PFC,Premier Financial Corp (OHIO),은행,551010
1236,GLDD,Great Lakes Dredge & Dock Corp,건설 및 엔지니어링,522010
1237,TBPH,Theravance Biopharma Inc,제약,562010
1238,SIBN,SI-BONE Inc,헬스케어 장비 및 용품,561010
1239,CRBU,Caribou Biosciences Inc,생명과학 및 메디컬 리서치,562020
1240,CHRS,Coherus BioSciences Inc,생명과학 및 메디컬 리서치,562020
1241,GGPI,Gores Guggenheim Inc Class A,기타 금융업,556010
1242,ARLP,Alliance Resource Partners LP Unit,석유,501010
1243,BROG,Brooge Energy Ltd,오일 및 가스 장비 및 서비스,501030
1244,PAHC,Phibro Animal Health Corp Class A,제약,562010
1245,RTPYU,Reinvent Technology Partners Y,기타 금융업,556010
1246,VXRT,Vaxart Inc,생명과학 및 메디컬 리서치,562020
1247,QNST,Quinstreet Inc,미디어 및 출판,533020
1248,KRNY,Kearny Financial Corp,은행,551010
1249,FNKO,Funko Inc Class A,레저 상품,532050
1250,NAUT,Nautilus Biotechnology Inc,생명과학 및 메디컬 리서치,562020
1251,DMTK,DermTech Inc,헬스케어 장비 및 용품,561010
1252,SCVL,Shoe Carnival Inc,전문품 상점,534030
1253,OPRX,OPTIMIZERx Corp,소프트웨어 및 IT서비스,572010
1254,OLMA,Olema Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1255,TCMD,Tactile Systems Technology Inc,헬스케어 장비 및 용품,561010
1256,BJRI,BJ's Restaurants Inc,호텔 및 엔터테인먼트,533010
1257,MMAT,Meta Materials Inc,오일 및 가스,501020
1258,CUTR,Cutera Inc,헬스케어 장비 및 용품,561010
1259,DSP,Viant Technology Inc Class A,소프트웨어 및 IT서비스,572010
1260,MITK,Mitek Systems Inc,소프트웨어 및 IT서비스,572010
1261,HOLI,Hollysys Automation Technologies Ltd,"건설장비 및 대형차, 기차, 배",521020
1262,WETF,Wisdom Tree Investments Inc,투자은행 및 서비스,551020
1263,SLP,Simulations Plus Inc,헬스케어 장비 및 용품,561010
1264,HLG,Hailiang Education Group Inc ADR,비즈니스교육,631030
1265,RPID,Rapid Micro Biosystems Inc Class A,제약,562010
1266,VNDA,Vanda Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1267,OBNK,Origin Bancorp Inc,은행,551010
1268,BOMN,Boston Omaha Corp Class A,미디어 및 출판,533020
1269,OMER,Omeros Corp,생명과학 및 메디컬 리서치,562020
1270,HSTM,HealthStream Inc,소프트웨어 및 IT서비스,572010
1271,EBIX,Ebix Inc,소프트웨어 및 IT서비스,572010
1272,VUZI,Vuzix Corp,전자 장비 및 부품,571040
1273,GGAL,Grupo Financiero Galicia SA ADR,은행,551010
1274,HGEN,Humanigen Inc,제약,562010
1275,PNTG,Pennant Group Inc,헬스케어 업체 및 서비스,561020
1276,SCR,Score Media and Gaming Inc Class A,소프트웨어 및 IT서비스,572010
1277,KNTE,Kinnate Biopharma Inc,생명과학 및 메디컬 리서치,562020
1278,DHC,Diversified Healthcare Trust,주택 및 상업용 리츠,601020
1279,CONX,CONX Corp Class A,기타 금융업,556010
1280,CLAR,Clarus Corp,레저 상품,532050
1281,MESO,Mesoblast Ltd ADR,생명과학 및 메디컬 리서치,562020
1282,DYN,Dyne Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1283,AFIN,American Finance Trust Inc Class A,주택 및 상업용 리츠,601020
1284,TGLS,Tecnoglass Inc,주택건설,532030
1285,MGI,MoneyGram International Inc,전문 및 상업 서비스,522030
1286,PSNL,Personalis Inc,생명과학 및 메디컬 리서치,562020
1287,EPIX,ESSA Pharma Inc,생명과학 및 메디컬 리서치,562020
1288,ARCT,Arcturus Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
1289,ZGNX,Zogenix Inc,생명과학 및 메디컬 리서치,562020
1290,STTK,Shattuck Labs Inc,생명과학 및 메디컬 리서치,562020
1291,ACRS,Aclaris Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1292,NTUS,Natus Medical Inc,헬스케어 장비 및 용품,561010
1293,AEPPZ,American Electric Power Company Inc,전기 유틸리티,591010
1294,GNOG,Golden Nugget Online Gaming Inc Class A,소프트웨어 및 IT서비스,572010
1295,VIVO,Meridian Bioscience Inc,헬스케어 장비 및 용품,561010
1296,LOVE,Lovesac Co,가정용품,532040
1297,DENN,Denny's Corp,호텔 및 엔터테인먼트,533010
1298,ORBC,ORBCOMM Inc,통신 서비스,574010
1299,AINV,Apollo Investment Corp,투자은행 및 서비스,551020
1300,SGOC,SGOCO Group Ltd,은행,551010
1301,MILE,Metromile Inc,보험,553010
1302,INSG,Inseego Corp,커뮤니케이션 및 네트워킹,571020
1303,RAPT,Rapt Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1304,TALK,Talkspace Inc,헬스케어 업체 및 서비스,561020
1305,DSGN,Design Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1306,IDYA,IDEAYA Biosciences Inc,생명과학 및 메디컬 리서치,562020
1307,ISEE,Iveric Bio Inc,생명과학 및 메디컬 리서치,562020
1308,COLL,Collegium Pharmaceutical Inc,제약,562010
1309,ANDE,Andersons Inc,식품 및 담배,541020
1310,CERS,Cerus Corp,헬스케어 장비 및 용품,561010
1311,RYTM,Rhythm Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1312,HLIT,Harmonic Inc,커뮤니케이션 및 네트워킹,571020
1313,FORR,Forrester Research Inc,미디어 및 출판,533020
1314,ITOS,Iteos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1315,TVTX,Travere Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1316,PFBC,Preferred Bank,은행,551010
1317,PLL,Piedmont Lithium Inc,화학,511010
1318,EVER,EverQuote Inc Class A,소프트웨어 및 IT서비스,572010
1319,FTCI,FTC Solar Inc,건설 및 엔지니어링,522010
1320,ENTA,Enanta Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1321,OCUL,Ocular Therapeutix Inc,제약,562010
1322,EWTX,Edgewise Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1323,TILE,Interface Inc,가정용품,532040
1324,HFWA,Heritage Financial Corp,은행,551010
1325,MASS,908 Devices Inc.,"건설장비 및 대형차, 기차, 배",521020
1326,MGIC,Magic Software Enterprises Ltd,소프트웨어 및 IT서비스,572010
1327,OSUR,OraSure Technologies Inc,헬스케어 장비 및 용품,561010
1328,PRDO,Perdoceo Education Corp,교육서비스,631010
1329,AFINO,American Finance Trust Inc PRF,주택 및 상업용 리츠,601020
1330,WASH,Washington Trust Bancorp Inc,은행,551010
1331,KPLT,Katapult Holdings Inc,기타 금융업,556010
1332,BVS,Bioventus Inc Class A,헬스케어 장비 및 용품,561010
1333,KROS,Keros Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1334,NFBK,Northfield Bancorp Inc,은행,551010
1335,AXGN,AxoGen Inc,헬스케어 장비 및 용품,561010
1336,TCX,Tucows Inc,소프트웨어 및 IT서비스,572010
1337,GOOD,Gladstone Commercial Corp,주택 및 상업용 리츠,601020
1338,RXDX,Prometheus Biosciences Inc,생명과학 및 메디컬 리서치,562020
1339,PLAB,Photronics Inc,반도체 및 반도체 장비,571010
1340,PRTS,Carparts.Com Inc,전문품 상점,534030
1341,CLCT,Collectors Universe Inc,전문 및 상업 서비스,522030
1342,PAE,PAE Inc Class A,우주항공 및 국방,521010
1343,ANNX,Annexon Inc,제약,562010
1344,AFMD,Affimed NV,생명과학 및 메디컬 리서치,562020
1345,HSII,Heidrick & Struggles International Inc,전문 및 상업 서비스,522030
1346,HERAU,FTAC Hera Acquisition Corp,기타 금융업,556010
1347,STRO,Sutro Biopharma Inc,생명과학 및 메디컬 리서치,562020
1348,ECHO,Echo Global Logistics Inc,화물 및 물류 서비스,524050
1349,AEPPL,American Electric Power Company Inc,전기 유틸리티,591010
1350,LBAI,Lakeland Bancorp Inc,은행,551010
1351,TCPC,BlackRock TCP Capital Corp,투자은행 및 서비스,551020
1352,BOOM,DMC Global Inc,오일 및 가스 장비 및 서비스,501030
1353,FBMS,First Bancshares Inc (Mississippi),은행,551010
1354,GRCL,Gracell Biotechnologies Inc ADR,생명과학 및 메디컬 리서치,562020
1355,SOHU,Sohu.com Ltd ADR,소프트웨어 및 IT서비스,572010
1356,BCOR,Blucora Inc,투자은행 및 서비스,551020
1357,HMST,HomeStreet Inc,은행,551010
1358,XENT,Intersect Ent Inc,헬스케어 장비 및 용품,561010
1359,CMAX,CareMax Inc Class A,기타 금융업,556010
1360,SY,So-Young International Inc ADR,소프트웨어 및 IT서비스,572010
1361,USLM,United States Lime & Minerals Inc,건축 자재,512020
1362,MYPS,Playstudios Inc Class A,소프트웨어 및 IT서비스,572010
1363,SLRC,SLR Investment Corp,다양한 금융서비스,555010
1364,TMDX,Transmedics Group Inc,헬스케어 장비 및 용품,561010
1365,DIBS,1stdibs.Com Inc,소프트웨어 및 IT서비스,572010
1366,PTNR,Partner Communications Company Ltd ADR,통신 서비스,574010
1367,KELYA,Kelly Services Inc Class A,전문 및 상업 서비스,522030
1368,UVSP,Univest Financial Corp,은행,551010
1369,MRSN,Mersana Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1370,POWW,Ammo Inc,우주항공 및 국방,521010
1371,OMGA,Omega Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1372,ORGN,Origin Materials Inc Class A,화학,511010
1373,PLRX,Pliant Therapeutics Inc,제약,562010
1374,MKTW,Ascendant Digital Acquisition Corp Class A,핀테크,573010
1375,NEWT,Newtek Business Services Corp,은행,551010
1376,SPWH,Sportsmans Warehouse Holdings Inc,전문품 상점,534030
1377,NRXP,NRX Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1378,RNA,Avidity Biosciences Inc,제약,562010
1379,EOSE,Eos Energy Enterprises Inc Class A,"건설장비 및 대형차, 기차, 배",521020
1380,OFIX,Orthofix Medical Inc,헬스케어 장비 및 용품,561010
1381,OGI,OrganiGram Holdings Inc,제약,562010
1382,VFF,Village Farms International Inc,식품 및 담배,541020
1383,GGPIU,Gores Guggenheim Inc,기타 금융업,556010
1384,VBIV,VBI Vaccines Inc,생명과학 및 메디컬 리서치,562020
1385,QCRH,QCR Holdings Inc,은행,551010
1386,BMTC,Bryn Mawr Bank Corp,은행,551010
1387,SLN,Silence Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1388,LORL,Loral Space & Communications Inc,커뮤니케이션 및 네트워킹,571020
1389,ALTA,Altabancorp,은행,551010
1390,CCD,Calamos Dynamic Convertible and Income Fund,다양한 금융서비스,555010
1391,SRDX,Surmodics Inc,헬스케어 장비 및 용품,561010
1392,MERC,Mercer International Inc,종이 및 임산물,513010
1393,AKRO,Akero Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1394,IMVT,Immunovant Inc,생명과학 및 메디컬 리서치,562020
1395,FANH,Fanhua Inc ADR,보험,553010
1396,WINA,Winmark Corp,전문품 상점,534030
1397,CONXU,CONX Corp,기타 금융업,556010
1398,OXLC,Oxford Lane Capital Corp,다양한 금융서비스,555010
1399,SMMT,Summit Therapeutics Inc,생명과학 및 메디컬 리서치,562020
